Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score
BNP Paribas Masters,2020-11-05,Masters 1000,Indoor,Hard,3rd Round,3,Medvedev D.,De Minaur A.,Medvedev D.,5,25,5-7 6-2 6-2
BNP Paribas Masters,2020-11-05,Masters 1000,Indoor,Hard,3rd Round,3,Nadal R.,Thompson J.,Nadal R.,2,61,6-1 7-6
BNP Paribas Masters,2020-11-05,Masters 1000,Indoor,Hard,3rd Round,3,Wawrinka S.,Rublev A.,Wawrinka S.,20,8,1-6 6-4 6-3
BNP Paribas Masters,2020-11-06,Masters 1000,Indoor,Hard,Quarterfinals,3,Carreno Busta P.,Nadal R.,Nadal R.,15,2,6-4 5-7 1-6
BNP Paribas Masters,2020-11-06,Masters 1000,Indoor,Hard,Quarterfinals,3,Raonic M.,Humbert U.,Raonic M.,17,34,6-3 3-6 7-6
BNP Paribas Masters,2020-11-06,Masters 1000,Indoor,Hard,Quarterfinals,3,Schwartzman D.,Medvedev D.,Medvedev D.,9,5,3-6 1-6
BNP Paribas Masters,2020-11-06,Masters 1000,Indoor,Hard,Quarterfinals,3,Zverev A.,Wawrinka S.,Zverev A.,7,20,6-3 7-6
BNP Paribas Masters,2020-11-07,Masters 1000,Indoor,Hard,Semifinals,3,Raonic M.,Medvedev D.,Medvedev D.,17,5,4-6 6-7
BNP Paribas Masters,2020-11-07,Masters 1000,Indoor,Hard,Semifinals,3,Zverev A.,Nadal R.,Zverev A.,7,2,6-4 7-5
BNP Paribas Masters,2020-11-08,Masters 1000,Indoor,Hard,The Final,3,Zverev A.,Medvedev D.,Medvedev D.,7,5,7-5 4-6 1-6
Sofia Open,2020-11-08,ATP250,Indoor,Hard,1st Round,3,Millman J.,Andreev A.,Millman J.,38,666,6-3 6-1
Sofia Open,2020-11-08,ATP250,Indoor,Hard,1st Round,3,Sugita Y.,Albot R.,Albot R.,100,93,4-6 1-6
Sofia Open,2020-11-09,ATP250,Indoor,Hard,1st Round,3,Caruso S.,Kuzmanov D.,Caruso S.,82,291,4-6 6-4 6-4
Sofia Open,2020-11-09,ATP250,Indoor,Hard,1st Round,3,Daniel T.,Karatsev A.,Karatsev A.,115,114,6-7 1-6
Sofia Open,2020-11-09,ATP250,Indoor,Hard,1st Round,3,Forejtek J.,Cilic M.,Forejtek J.,399,41,6-3 6-2
Sofia Open,2020-11-09,ATP250,Indoor,Hard,1st Round,3,Huesler M.A.,Basilashvili N.,Huesler M.A.,149,39,6-1 4-6 7-6
Sofia Open,2020-11-09,ATP250,Indoor,Hard,1st Round,3,Mannarino A.,Klizan M.,Mannarino A.,35,150,3-6 6-1 7-5
Sofia Open,2020-11-09,ATP250,Indoor,Hard,1st Round,3,Marchenko I.,Pospisil V.,Pospisil V.,216,74,2-6 7-5 6-7
Sofia Open,2020-11-09,ATP250,Indoor,Hard,1st Round,3,Troicki V.,Gerasimov E.,Gerasimov E.,196,81,3-6 6-3 3-6
Sofia Open,2020-11-10,ATP250,Indoor,Hard,1st Round,3,Carballes Baena R.,Gasquet R.,Gasquet R.,103,49,3-6 4-6
Sofia Open,2020-11-10,ATP250,Indoor,Hard,1st Round,3,Fucsovics M.,Sinner J.,Sinner J.,55,44,2-6 4-6
Sofia Open,2020-11-10,ATP250,Indoor,Hard,1st Round,3,Simon G.,Martin A.,Simon G.,62,105,6-2 6-2
Sofia Open,2020-11-10,ATP250,Indoor,Hard,2nd Round,3,Albot R.,Shapovalov D.,Albot R.,93,12,6-2 6-4
Sofia Open,2020-11-10,ATP250,Indoor,Hard,2nd Round,3,Struff J.L.,Pospisil V.,Pospisil V.,36,74,3-6 4-6
Sofia Open,2020-11-11,ATP250,Indoor,Hard,2nd Round,3,Caruso S.,Auger-Aliassime F.,Caruso S.,82,21,6-4 6-4
Sofia Open,2020-11-11,ATP250,Indoor,Hard,2nd Round,3,De Minaur A.,Karatsev A.,De Minaur A.,25,114,6-4 7-6
Sofia Open,2020-11-11,ATP250,Indoor,Hard,2nd Round,3,Forejtek J.,Gasquet R.,Gasquet R.,399,49,4-6 2-6
Sofia Open,2020-11-11,ATP250,Indoor,Hard,2nd Round,3,Gerasimov E.,Mannarino A.,Mannarino A.,81,35,4-6 6-7
Sofia Open,2020-11-11,ATP250,Indoor,Hard,2nd Round,3,Huesler M.A.,Sinner J.,Sinner J.,149,44,3-6 4-6
Sofia Open,2020-11-11,ATP250,Indoor,Hard,2nd Round,3,Millman J.,Simon G.,Millman J.,38,62,7-5 6-7 6-2
Sofia Open,2020-11-12,ATP250,Indoor,Hard,Quarterfinals,3,Caruso S.,Gasquet R.,Gasquet R.,82,49,6-7 5-7
Sofia Open,2020-11-12,ATP250,Indoor,Hard,Quarterfinals,3,De Minaur A.,Sinner J.,Sinner J.,25,44,7-6 4-6 1-6
Sofia Open,2020-11-12,ATP250,Indoor,Hard,Quarterfinals,3,Mannarino A.,Albot R.,Mannarino A.,35,93,6-2 1-6 6-3
Sofia Open,2020-11-12,ATP250,Indoor,Hard,Quarterfinals,3,Pospisil V.,Millman J.,Pospisil V.,74,38,6-3 6-2
Sofia Open,2020-11-13,ATP250,Indoor,Hard,Semifinals,3,Gasquet R.,Pospisil V.,Pospisil V.,49,74,7-6 2-6 0-6
Sofia Open,2020-11-13,ATP250,Indoor,Hard,Semifinals,3,Sinner J.,Mannarino A.,Sinner J.,44,35,6-3 7-5
Sofia Open,2020-11-14,ATP250,Indoor,Hard,The Final,3,Sinner J.,Pospisil V.,Sinner J.,44,74,6-4 3-6 7-6
Masters Cup,2020-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Nadal R.,Rublev A.,Nadal R.,2,8,6-3 6-4
Masters Cup,2020-11-15,Masters Cup,Indoor,Hard,Round Robin,3,Tsitsipas S.,Thiem D.,Thiem D.,6,3,6-7 6-4 3-6
Masters Cup,2020-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Zverev A.,Medvedev D.,4,7,6-3 6-4
Masters Cup,2020-11-16,Masters Cup,Indoor,Hard,Round Robin,3,Schwartzman D.,Djokovic N.,Djokovic N.,9,1,3-6 2-6
Masters Cup,2020-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Nadal R.,Thiem D.,Thiem D.,2,3,6-7 6-7
Masters Cup,2020-11-17,Masters Cup,Indoor,Hard,Round Robin,3,Tsitsipas S.,Rublev A.,Tsitsipas S.,6,8,6-1 4-6 7-6
Masters Cup,2020-11-18,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Djokovic N.,Medvedev D.,4,1,6-3 6-3
Masters Cup,2020-11-18,Masters Cup,Indoor,Hard,Round Robin,3,Schwartzman D.,Zverev A.,Zverev A.,9,7,3-6 6-4 3-6
Masters Cup,2020-11-19,Masters Cup,Indoor,Hard,Round Robin,3,Nadal R.,Tsitsipas S.,Nadal R.,2,6,6-4 4-6 6-2
Masters Cup,2020-11-19,Masters Cup,Indoor,Hard,Round Robin,3,Thiem D.,Rublev A.,Rublev A.,3,8,2-6 5-7
Masters Cup,2020-11-20,Masters Cup,Indoor,Hard,Round Robin,3,Medvedev D.,Schwartzman D.,Medvedev D.,4,9,6-3 6-3
Masters Cup,2020-11-20,Masters Cup,Indoor,Hard,Round Robin,3,Zverev A.,Djokovic N.,Djokovic N.,7,1,3-6 6-7
Masters Cup,2020-11-21,Masters Cup,Indoor,Hard,Semifinals,3,Djokovic N.,Thiem D.,Thiem D.,1,3,5-7 7-6 6-7
Masters Cup,2020-11-21,Masters Cup,Indoor,Hard,Semifinals,3,Medvedev D.,Nadal R.,Medvedev D.,4,2,3-6 7-6 6-3
Masters Cup,2020-11-22,Masters Cup,Indoor,Hard,The Final,3,Thiem D.,Medvedev D.,Medvedev D.,3,4,6-4 6-7 4-6
Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3,Basilashvili N.,Arnaboldi A.,Basilashvili N.,40,267,4-6 7-5 6-1
Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3,Caruso S.,Bublik A.,Bublik A.,76,49,3-6 3-6
Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3,Goffin D.,Herbert P.H.,Goffin D.,16,83,3-6 7-5 6-0
Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3,Kecmanovic M.,Travaglia S.,Travaglia S.,42,75,6-1 4-6 0-6
Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3,Ruusuvuori E.,Vesely J.,Ruusuvuori E.,87,67,6-3 7-6
Antalya Open,2021-01-07,ATP250,Indoor,Hard,1st Round,3,Zuk K.,Celikbilek A.,Celikbilek A.,262,309,6-7 5-7
Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3,Bellucci T.,Monteiro T.,Monteiro T.,281,84,3-6 5-7
Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3,Harrison R.,Mager G.,Mager G.,481,101,6-3 1-6 4-6
Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3,Korda S.,Kwon S.W.,Korda S.,119,95,6-4 6-4
Delray Beach Open,2021-01-07,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Nam J.S.,Paul T.,52,268,6-1 6-4
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,Albot R.,Chardy J.,Chardy J.,85,72,3-6 4-6
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,Andreev A.,Ilhan M.,Andreev A.,564,571,6-4 6-3
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,Berrettini M.,Kirkin E.,Berrettini M.,10,446,6-0 6-4
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,De Minaur A.,Jaziri M.,De Minaur A.,23,249,6-2 6-1
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,Gerasimov E.,Lamasine T.,Lamasine T.,78,271,6-7 2-6
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,Molcan A.,Grenier H.,Grenier H.,313,250,5-7 4-6
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,Kotov P.,Struff J.L.,37,269,6-4 6-3
Antalya Open,2021-01-08,ATP250,Indoor,Hard,1st Round,3,Vrbensky M.,Fognini F.,Fognini F.,311,17,4-6 6-7
Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3,Andujar P.,Karlovic I.,Karlovic I.,59,148,3-6 7-5 4-6
Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3,Harrison C.,Etcheverry T.,Harrison C.,280,256,6-4 6-2
Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3,King K.,Fratangelo B.,Fratangelo B.,304,274,2-6 2-6
Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3,Martin A.,Galan D.E.,Galan D.E.,100,115,4-6 4-6
Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3,Mcdonald M.,Querrey S.,Querrey S.,194,56,3-6 4-6
Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3,Norrie C.,Aragone J.C.,Norrie C.,74,299,6-2 6-1
Delray Beach Open,2021-01-08,ATP250,Outdoor,Hard,1st Round,3,Quiroz R.,Rubin N.,Quiroz R.,293,251,7-6 6-3
Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3,Celikbilek A.,Basilashvili N.,Basilashvili N.,309,40,6-7 4-6
Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3,De Minaur A.,Andreev A.,De Minaur A.,23,564,6-3 6-1
Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3,Kuhn N.,Goffin D.,Goffin D.,253,16,0-6 2-6
Antalya Open,2021-01-09,ATP250,Indoor,Hard,2nd Round,3,Travaglia S.,Ruusuvuori E.,Travaglia S.,75,87,7-6 6-3
Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,1st Round,3,Tiafoe F.,Young D.,Tiafoe F.,62,327,6-3 6-4
Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,3,Harrison C.,Garin C.,Harrison C.,280,22,7-6 6-2
Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,3,Paul T.,Korda S.,Korda S.,52,119,6-4 3-6 2-6
Delray Beach Open,2021-01-09,ATP250,Outdoor,Hard,2nd Round,3,Querrey S.,Mager G.,Mager G.,56,101,6-7 1-6
Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,3,Berrettini M.,Kuzmanov D.,Berrettini M.,10,298,6-2 6-3
Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,3,Chardy J.,Fognini F.,Chardy J.,72,17,7-6 6-7 7-6
Antalya Open,2021-01-10,ATP250,Indoor,Hard,2nd Round,3,Lamasine T.,Bublik A.,Bublik A.,271,49,2-6 4-6
Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3,Galan D.E.,Hurkacz H.,Hurkacz H.,115,35,2-6 2-6
Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3,Isner J.,Monteiro T.,Isner J.,25,84,6-4 7-6
Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3,Karlovic I.,Quiroz R.,Quiroz R.,148,293,2-6 4-6
Delray Beach Open,2021-01-10,ATP250,Outdoor,Hard,2nd Round,3,Tiafoe F.,Fratangelo B.,Tiafoe F.,62,274,6-4 3-6 6-1
Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3,Berrettini M.,Bublik A.,Bublik A.,10,49,6-7 4-6
Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3,Chardy J.,Struff J.L.,Chardy J.,72,37,4-6 6-2 7-6
Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3,De Minaur A.,Basilashvili N.,De Minaur A.,23,40,6-2 6-4
Antalya Open,2021-01-11,ATP250,Indoor,Hard,Quarterfinals,3,Travaglia S.,Goffin D.,Goffin D.,75,16,3-6 2-6
Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,2nd Round,3,Norrie C.,Mannarino A.,Norrie C.,74,34,6-2 7-5
Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Hurkacz H.,Quiroz R.,Hurkacz H.,35,293,6-4 6-4
Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Isner J.,Korda S.,Korda S.,25,119,3-6 6-4 3-6
Delray Beach Open,2021-01-11,ATP250,Outdoor,Hard,Quarterfinals,3,Mager G.,Harrison C.,Harrison C.,101,280,6-7 4-6
Antalya Open,2021-01-12,ATP250,Indoor,Hard,Semifinals,3,Bublik A.,Chardy J.,Bublik A.,49,72,6-4 6-7 6-3
Antalya Open,2021-01-12,ATP250,Indoor,Hard,Semifinals,3,Goffin D.,De Minaur A.,De Minaur A.,16,23,4-6 6-3 2-6
Delray Beach Open,2021-01-12,ATP250,Outdoor,Hard,Quarterfinals,3,Norrie C.,Tiafoe F.,Norrie C.,74,62,6-0 3-6 6-4
Delray Beach Open,2021-01-12,ATP250,Outdoor,Hard,Semifinals,3,Harrison C.,Hurkacz H.,Hurkacz H.,280,35,6-7 4-6
Delray Beach Open,2021-01-13,ATP250,Outdoor,Hard,Semifinals,3,Korda S.,Norrie C.,Korda S.,119,74,6-3 7-5
Delray Beach Open,2021-01-13,ATP250,Outdoor,Hard,The Final,3,Korda S.,Hurkacz H.,Hurkacz H.,119,35,3-6 3-6
Great Ocean Road Open,2021-01-31,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Uchiyama Y.,Bedene A.,58,106,7-6 7-6
Great Ocean Road Open,2021-01-31,ATP250,Outdoor,Hard,1st Round,3,Djere L.,Majchrzak K.,Majchrzak K.,56,109,3-6 4-6
Great Ocean Road Open,2021-01-31,ATP250,Outdoor,Hard,1st Round,3,Vukic A.,Lu Y.,Vukic A.,195,1008,6-4 7-5
Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Caruso S.,Seppi A.,Caruso S.,76,107,7-5 7-6
Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Koepfer D.,O Connell C.,O Connell C.,68,121,7-5 4-6 1-6
Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Lopez F.,Anderson K.,Anderson K.,63,82,4-6 5-7
Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Martin A.,Kwon S.W.,Kwon S.W.,102,97,3-6 7-6 6-7
Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Purcell M.,Gombos N.,Purcell M.,238,89,6-4 6-4
Great Ocean Road Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Travaglia S.,Carballes Baena R.,Travaglia S.,71,98,2-6 7-5 7-6
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Bolt A.,Kokkinakis T.,Bolt A.,174,266,2-6 6-4 6-3
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Chardy J.,Cilic M.,Chardy J.,66,43,2-6 6-3 7-6
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Coria F.,Albot R.,Coria F.,92,85,7-6 6-4
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Fucsovics M.,Cecchinato M.,Fucsovics M.,55,79,7-6 6-3
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Mcdonald M.,Mcdonald M.,48,194,6-7 5-7
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Harris L.,Gerasimov E.,Gerasimov E.,91,78,3-6 5-7
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Mannarino A.,Ymer M.,Mannarino A.,35,95,7-5 6-2
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Mott B.,Ramos-Vinolas A.,Ramos-Vinolas A.,481,46,2-6 4-6
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Moutet C.,Tiafoe F.,Moutet C.,80,62,3-6 6-4 6-4
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Nagal S.,Berankis R.,Berankis R.,139,72,2-6 2-6
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Paul T.,Norrie C.,Paul T.,53,67,4-6 7-6 6-3
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Polmans M.,Bourchier H.,Bourchier H.,125,324,4-6 4-6
Murray River Open,2021-02-01,ATP250,Outdoor,Hard,1st Round,3,Sonego L.,Kubler J.,Kubler J.,34,265,6-3 3-6 4-6
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Andujar P.,Cuevas P.,Cuevas P.,59,70,4-6 2-6
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Delbonis F.,Ebden M.,Ebden M.,77,320,3-6 6-7
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Dellien H.,Stebe C.M.,Stebe C.M.,112,128,4-6 4-6
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Fancutt T.,Monteiro T.,Monteiro T.,562,83,4-6 4-6
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Coppejans K.,Haase R.,198,178,6-4 6-3
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Herbert P.H.,Cressy M.,Herbert P.H.,84,171,6-7 7-6 7-5
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Laaksonen H.,Querrey S.,Querrey S.,136,51,6-4 6-7 0-6
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Mager G.,Thompson J.,Thompson J.,96,52,6-4 4-6 3-6
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Smith J.P.,Sandgren T.,Sandgren T.,318,50,3-6 7-5 4-6
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Stakhovsky S.,Safiullin R.,Stakhovsky S.,201,182,6-7 6-4 6-3
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Sweeny D.,Nam J.S.,Sweeny D.,797,273,7-6 7-5
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Torpegaard M.,Martinez P.,Torpegaard M.,193,87,6-4 7-5
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Van De Zandschulp B.,Schoolkate T.,Van De Zandschulp B.,159,844,6-4 7-5
Great Ocean Road Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Vilella Martinez M.,Hanfmann Y.,Vilella Martinez M.,188,101,7-6 6-4
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Duckworth J.,Machac T.,Duckworth J.,105,197,6-3 6-4
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Halys Q.,Sugita Y.,Sugita Y.,206,104,6-3 6-7 5-7
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Harris A.,Daniel T.,Harris A.,232,117,5-7 6-4 7-5
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Londero J.I.,Kukushkin M.,Kukushkin M.,81,90,6-4 5-7 2-6
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Mmoh M.,Giron M.,Giron M.,177,73,1-6 5-7
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Muller A.,Kyrgios N.,Kyrgios N.,209,47,6-3 4-6 6-7
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Popyrin A.,Gojo B.,Popyrin A.,114,226,6-7 7-6 7-6
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Ruusuvuori E.,Troicki V.,Ruusuvuori E.,86,202,6-3 6-4
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Vesely J.,Ferreira Silva F.,Vesely J.,69,184,6-4 6-4
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,1st Round,3,Ymer E.,Simon G.,Simon G.,204,64,4-6 4-6
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3,Evans D.,Sousa P.,Evans D.,33,108,6-3 7-5
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3,Gerasimov E.,Fucsovics M.,Gerasimov E.,78,55,6-3 1-6 6-3
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3,Kubler J.,Berankis R.,Berankis R.,265,72,6-7 5-7
Murray River Open,2021-02-02,ATP250,Outdoor,Hard,2nd Round,3,Mannarino A.,Giron M.,Giron M.,35,73,3-6 4-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Anderson K.,Stebe C.M.,Anderson K.,82,128,6-4 6-2
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Basilashvili N.,Vilella Martinez M.,Vilella Martinez M.,39,188,5-7 3-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Bublik A.,O Connell C.,Bublik A.,45,121,7-6 6-7 6-4
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Caruso S.,Sandgren T.,Caruso S.,76,50,6-4 6-7 6-1
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Ebden M.,Monteiro T.,Monteiro T.,320,83,7-6 4-6 3-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Goffin D.,Alcaraz C.,Alcaraz C.,14,146,3-6 3-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Haase R.,Cuevas P.,Cuevas P.,198,70,5-7 3-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Hurkacz H.,Torpegaard M.,Hurkacz H.,29,193,6-4 6-3
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Khachanov K.,Purcell M.,Khachanov K.,20,238,7-6 6-3
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Kwon S.W.,Kecmanovic M.,Kecmanovic M.,97,42,3-6 4-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Stakhovsky S.,Opelka R.,Opelka R.,201,40,6-7 4-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Sweeny D.,Bedene A.,Bedene A.,797,58,0-6 4-6
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Thompson J.,Herbert P.H.,Thompson J.,52,84,6-4 3-6 6-3
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Travaglia S.,Querrey S.,Travaglia S.,71,51,6-7 6-3 6-4
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Van De Zandschulp B.,Majchrzak K.,Van De Zandschulp B.,159,109,6-4 3-6 6-4
Great Ocean Road Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Vukic A.,Sinner J.,Sinner J.,195,36,2-6 4-6
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Chardy J.,Simon G.,Chardy J.,66,64,6-3 6-4
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Duckworth J.,Humbert U.,Duckworth J.,105,32,7-6 6-4
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Fritz T.,Coria F.,Fritz T.,30,92,6-2 6-1
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Harris A.,Dimitrov G.,Dimitrov G.,232,19,3-6 3-6
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Kukushkin M.,Wawrinka S.,Wawrinka S.,90,18,6-4 3-6 1-6
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Kyrgios N.,Bourchier H.,Kyrgios N.,47,324,6-2 7-6
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Mcdonald M.,Bolt A.,Bolt A.,194,174,4-6 7-6 5-7
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Moutet C.,Ramos-Vinolas A.,Moutet C.,80,46,6-4 6-4
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Popyrin A.,Paul T.,Popyrin A.,114,53,6-4 6-3
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Ruud C.,Vesely J.,Vesely J.,27,69,7-5 6-7 3-6
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Ruusuvuori E.,Coric B.,Coric B.,86,25,5-7 4-6
Murray River Open,2021-02-03,ATP250,Outdoor,Hard,2nd Round,3,Sugita Y.,Auger-Aliassime F.,Auger-Aliassime F.,104,21,3-6 1-6
Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3,Anderson K.,Khachanov K.,Khachanov K.,82,20,3-6 6-7
Great Ocean Road Open,2021-02-04,ATP250,Outdoor,Hard,3rd Round,3,Bublik A.,Travaglia S.,Travaglia S.,45,71,1-6 5-7
